N Nodes      Vertices     Edges      Attemps         Operations      Time          Dominant Set
66           66           536        5225            32              0.0533        {(17, 46), (47, 53), (10, 40), (26, 30), (15, 39), (20, 32), (25, 50), (16, 41), (19, 64), (13, 51), (11, 14), (3, 37), (8, 21), (4, 36), (9, 38), (43, 48), (0, 56), (18, 58), (31, 61), (23, 57), (2, 22), (54, 60), (5, 45), (42, 49), (1, 35), (12, 63), (28, 59), (29, 33), (52, 65), (6, 34), (24, 55), (27, 44)}
66           66           1072       10956           32              0.1744        {(6, 15), (2, 36), (1, 43), (14, 16), (8, 64), (44, 63), (40, 41), (17, 18), (31, 47), (19, 30), (4, 54), (3, 61), (7, 28), (51, 58), (29, 37), (5, 12), (23, 33), (26, 53), (0, 13), (24, 65), (11, 22), (45, 48), (9, 52), (25, 42), (27, 57), (10, 56), (32, 50), (35, 49), (21, 38), (46, 55), (20, 39), (34, 59)}
66           66           1608       17470           33              0.4083        {(25, 38), (17, 58), (42, 57), (8, 64), (51, 62), (9, 14), (5, 22), (10, 12), (4, 30), (40, 53), (39, 63), (31, 59), (11, 29), (24, 44), (2, 50), (15, 41), (35, 56), (7, 43), (16, 52), (13, 65), (45, 48), (1, 26), (18, 21), (27, 54), (6, 19), (0, 61), (33, 55), (20, 36), (23, 32), (49, 60), (28, 34), (3, 47), (37, 46)}
67           67           276        2537            30              0.0160        {(11, 42), (1, 40), (9, 51), (17, 58), (24, 39), (52, 61), (21, 31), (46, 54), (3, 22), (20, 38), (35, 63), (0, 14), (29, 56), (26, 60), (49, 65), (30, 36), (6, 8), (15, 23), (10, 27), (37, 57), (45, 64), (2, 32), (33, 59), (48, 53), (18, 43), (25, 55), (13, 16), (4, 50), (34, 41), (5, 44)}
67           67           552        5307            32              0.0543        {(4, 49), (55, 63), (47, 53), (42, 48), (9, 57), (21, 22), (52, 61), (25, 50), (8, 58), (19, 64), (46, 54), (13, 51), (40, 41), (20, 38), (0, 23), (10, 39), (1, 30), (2, 32), (35, 44), (5, 6), (14, 18), (15, 56), (33, 37), (27, 45), (12, 66), (28, 59), (26, 31), (29, 36), (3, 17), (43, 65), (16, 60), (11, 24)}
67           67           1105       11504           32              0.1852        {(22, 63), (12, 62), (25, 32), (2, 36), (51, 53), (50, 58), (0, 54), (9, 66), (30, 64), (40, 41), (4, 33), (55, 59), (47, 61), (7, 28), (35, 44), (14, 18), (21, 27), (3, 15), (24, 65), (10, 17), (8, 26), (6, 13), (37, 56), (45, 57), (42, 43), (11, 49), (1, 38), (23, 29), (48, 52), (20, 39), (16, 60), (19, 31)}
67           67           1658       18400           33              0.4342        {(25, 29), (54, 65), (10, 43), (26, 39), (16, 50), (9, 14), (6, 48), (28, 33), (18, 62), (3, 52), (30, 36), (12, 15), (5, 44), (17, 20), (4, 35), (22, 40), (11, 13), (2, 19), (8, 32), (21, 63), (55, 61), (23, 66), (0, 37), (24, 34), (58, 60), (41, 53), (1, 47), (42, 64), (7, 45), (49, 51), (31, 57), (27, 38), (56, 59)}
68           68           284        2571            28              0.0166        {(27, 47), (1, 49), (9, 66), (16, 50), (35, 63), (17, 18), (0, 14), (29, 56), (21, 46), (20, 53), (4, 54), (5, 43), (30, 42), (15, 23), (22, 65), (2, 32), (10, 48), (51, 64), (19, 26), (36, 57), (31, 39), (40, 45), (13, 58), (44, 67), (38, 60), (3, 41), (8, 37), (11, 33)}
68           68           569        5656            31              0.0584        {(10, 49), (52, 55), (8, 58), (4, 21), (20, 29), (18, 44), (26, 51), (40, 41), (16, 56), (13, 17), (53, 65), (37, 54), (1, 30), (32, 42), (5, 6), (27, 64), (3, 15), (35, 59), (39, 50), (9, 25), (23, 48), (14, 45), (31, 61), (2, 22), (28, 47), (12, 66), (36, 57), (11, 46), (24, 43), (38, 60), (0, 33)}
68           68           1139       11994           33              0.1964        {(8, 49), (4, 9), (26, 39), (3, 10), (38, 41), (7, 44), (29, 50), (48, 66), (13, 17), (1, 30), (36, 61), (6, 23), (60, 67), (46, 47), (14, 15), (0, 56), (24, 53), (40, 43), (21, 45), (28, 35), (54, 57), (22, 52), (16, 18), (11, 37), (42, 55), (20, 27), (25, 51), (33, 64), (2, 58), (12, 32), (19, 31), (63, 65), (34, 59)}
68           68           1708       18864           34              0.4503        {(28, 55), (17, 61), (35, 42), (2, 39), (29, 32), (16, 50), (5, 19), (4, 30), (22, 47), (1, 12), (0, 20), (37, 45), (18, 62), (31, 65), (36, 58), (13, 38), (24, 44), (10, 54), (9, 56), (8, 66), (52, 60), (3, 21), (14, 15), (40, 43), (23, 33), (6, 41), (46, 59), (34, 51), (64, 67), (11, 49), (27, 57), (7, 48), (53, 63), (25, 26)}
69           69           293        2645            29              0.0172        {(6, 21), (13, 36), (32, 58), (9, 66), (51, 68), (16, 50), (29, 41), (20, 38), (49, 56), (40, 47), (0, 14), (4, 54), (17, 45), (5, 43), (15, 23), (8, 57), (30, 60), (2, 59), (22, 37), (18, 46), (12, 42), (19, 26), (3, 48), (27, 63), (10, 53), (31, 39), (44, 64), (1, 65), (11, 33)}
69           69           586        5736            32              0.0601        {(25, 29), (28, 55), (3, 10), (13, 51), (65, 67), (21, 37), (0, 20), (14, 46), (2, 32), (42, 56), (5, 6), (30, 60), (12, 27), (23, 33), (35, 59), (43, 66), (39, 50), (26, 68), (18, 58), (31, 61), (15, 16), (17, 44), (8, 41), (36, 57), (19, 47), (9, 64), (48, 49), (4, 22), (1, 53), (38, 54), (40, 45), (11, 24)}
69           69           1173       12518           33              0.2074        {(42, 48), (9, 57), (6, 36), (16, 68), (20, 56), (14, 46), (10, 27), (13, 26), (41, 51), (7, 28), (47, 67), (25, 52), (3, 15), (32, 63), (43, 66), (21, 45), (23, 39), (24, 65), (18, 64), (17, 38), (31, 61), (30, 44), (12, 60), (0, 37), (8, 50), (35, 49), (4, 22), (1, 53), (2, 58), (29, 54), (34, 59), (11, 33), (19, 40)}
69           69           1759       19610           34              0.4768        {(22, 63), (6, 15), (4, 58), (7, 20), (33, 45), (35, 39), (5, 65), (13, 57), (32, 64), (21, 37), (40, 53), (49, 62), (0, 29), (34, 55), (47, 61), (28, 51), (30, 48), (1, 42), (2, 56), (12, 24), (44, 59), (18, 52), (11, 16), (46, 68), (17, 50), (19, 41), (27, 54), (23, 66), (3, 8), (26, 43), (25, 60), (14, 38), (9, 36), (10, 31)}
70           70           301        2809            31              0.0186        {(1, 28), (45, 62), (24, 39), (9, 66), (13, 51), (20, 38), (49, 56), (21, 46), (26, 60), (14, 40), (2, 17), (10, 27), (11, 44), (25, 55), (12, 42), (3, 36), (18, 58), (4, 50), (5, 48), (8, 41), (22, 64), (15, 37), (6, 31), (52, 59), (43, 65), (23, 32), (16, 57), (29, 54), (0, 33), (53, 63), (30, 34)}
70           70           603        6020            32              0.0634        {(1, 28), (10, 40), (15, 30), (56, 68), (19, 55), (42, 60), (20, 29), (52, 67), (35, 63), (44, 69), (12, 34), (54, 64), (17, 45), (16, 22), (37, 57), (2, 32), (0, 59), (39, 50), (36, 51), (47, 48), (8, 41), (18, 21), (11, 46), (5, 66), (13, 49), (9, 58), (24, 43), (3, 23), (31, 33), (4, 25), (26, 61), (27, 38)}
70           70           1207       13158           34              0.2215        {(13, 36), (32, 58), (9, 66), (19, 64), (12, 28), (51, 68), (4, 18), (57, 63), (24, 60), (20, 50), (10, 39), (2, 29), (5, 55), (37, 69), (16, 40), (26, 44), (0, 53), (6, 38), (3, 30), (14, 33), (21, 54), (31, 52), (45, 48), (8, 35), (15, 25), (17, 56), (11, 49), (1, 41), (22, 27), (61, 65), (7, 42), (43, 59), (23, 47), (46, 67)}
70           70           1811       20830           35              0.5133        {(56, 68), (53, 69), (59, 61), (26, 42), (19, 58), (29, 32), (48, 51), (9, 14), (34, 37), (17, 27), (28, 33), (1, 67), (22, 50), (35, 41), (3, 6), (43, 54), (8, 66), (10, 11), (4, 23), (18, 52), (21, 45), (13, 65), (39, 62), (15, 25), (16, 30), (2, 40), (0, 49), (46, 55), (24, 64), (12, 47), (36, 38), (31, 57), (5, 44), (7, 63), (20, 60)}
71           71           310        2890            29              0.0195        {(2, 27), (15, 30), (17, 58), (6, 33), (52, 61), (5, 65), (18, 47), (0, 20), (9, 38), (32, 60), (43, 66), (12, 42), (10, 14), (23, 39), (21, 54), (1, 69), (22, 49), (4, 41), (3, 48), (31, 70), (50, 56), (13, 46), (29, 36), (40, 51), (16, 57), (11, 24), (8, 37), (53, 63), (34, 59)}
71           71           621        6328            33              0.0671        {(15, 30), (37, 58), (16, 29), (9, 57), (19, 55), (61, 70), (0, 51), (5, 65), (24, 54), (22, 32), (8, 12), (35, 60), (11, 14), (53, 63), (17, 45), (47, 52), (3, 64), (26, 38), (2, 56), (43, 66), (18, 46), (39, 50), (1, 69), (23, 48), (10, 20), (28, 59), (13, 49), (40, 42), (31, 33), (4, 25), (36, 41), (27, 44), (21, 68)}
71           71           1242       13939           34              0.2402        {(28, 55), (9, 57), (61, 70), (4, 15), (8, 64), (3, 19), (26, 45), (16, 50), (11, 14), (40, 53), (29, 68), (31, 65), (1, 24), (42, 47), (17, 51), (35, 44), (2, 56), (6, 38), (32, 63), (25, 58), (18, 46), (23, 36), (21, 54), (12, 60), (30, 41), (0, 37), (7, 33), (13, 49), (27, 69), (43, 59), (48, 52), (20, 39), (66, 67), (10, 22)}
71           71           1863       21426           35              0.5401        {(58, 65), (14, 68), (12, 16), (59, 70), (9, 57), (30, 61), (29, 35), (51, 62), (7, 47), (43, 64), (6, 48), (20, 60), (10, 21), (15, 26), (37, 63), (18, 31), (44, 53), (32, 66), (8, 23), (34, 45), (3, 39), (11, 22), (27, 54), (19, 50), (41, 56), (0, 46), (2, 52), (33, 55), (42, 67), (5, 17), (4, 25), (1, 13), (36, 38), (40, 69), (28, 49)}
72           72           319        3011            31              0.0207        {(24, 27), (10, 40), (8, 49), (45, 62), (34, 68), (26, 39), (46, 54), (13, 51), (17, 18), (0, 14), (29, 56), (1, 64), (9, 38), (5, 43), (15, 23), (60, 67), (20, 37), (21, 36), (35, 53), (12, 42), (4, 50), (28, 47), (6, 31), (52, 59), (19, 65), (22, 33), (48, 58), (16, 57), (32, 71), (3, 41), (2, 30)}
72           72           639        6498            34              0.0700        {(8, 49), (21, 22), (17, 67), (46, 54), (24, 63), (38, 53), (31, 47), (9, 20), (15, 60), (37, 57), (3, 55), (13, 35), (42, 68), (18, 40), (51, 64), (11, 56), (23, 30), (12, 33), (52, 66), (0, 16), (36, 39), (29, 58), (14, 45), (10, 32), (4, 50), (28, 41), (7, 70), (2, 25), (5, 48), (1, 44), (19, 59), (27, 69), (26, 61), (43, 71)}
72           72           1278       14304           35              0.2495        {(55, 63), (2, 27), (25, 29), (36, 68), (11, 48), (50, 58), (61, 64), (0, 51), (35, 60), (26, 69), (28, 42), (47, 49), (31, 65), (5, 43), (10, 39), (15, 23), (12, 67), (8, 66), (32, 57), (20, 37), (6, 38), (44, 62), (14, 24), (16, 70), (13, 22), (9, 46), (41, 56), (7, 33), (30, 59), (3, 17), (19, 71), (40, 45), (18, 54), (21, 53), (4, 52)}
72           72           1917       22360           35              0.5656        {(2, 27), (47, 59), (25, 41), (33, 54), (26, 45), (11, 69), (1, 6), (29, 50), (14, 37), (38, 62), (16, 65), (12, 46), (21, 58), (30, 36), (52, 63), (51, 67), (3, 15), (43, 57), (0, 7), (4, 35), (44, 71), (8, 23), (10, 20), (31, 61), (34, 48), (19, 32), (53, 64), (56, 60), (22, 70), (17, 68), (18, 39), (13, 55), (9, 24), (40, 66), (28, 49)}
73           73           328        3168            33              0.0220        {(29, 72), (10, 40), (9, 51), (61, 70), (17, 18), (0, 14), (45, 64), (24, 35), (3, 15), (33, 59), (20, 37), (25, 55), (21, 36), (31, 34), (43, 66), (12, 42), (23, 39), (13, 71), (5, 27), (1, 69), (6, 68), (4, 50), (2, 22), (28, 47), (8, 41), (32, 56), (46, 49), (19, 65), (38, 54), (48, 58), (16, 57), (11, 30), (53, 60)}
73           73           657        6775            35              0.0746        {(45, 62), (37, 58), (3, 71), (46, 51), (65, 67), (11, 14), (20, 50), (0, 23), (22, 56), (5, 52), (47, 61), (17, 66), (12, 18), (10, 57), (21, 36), (30, 69), (31, 34), (32, 72), (13, 16), (2, 25), (8, 41), (27, 48), (42, 43), (28, 59), (35, 40), (1, 44), (4, 68), (29, 39), (38, 54), (33, 64), (9, 15), (26, 55), (24, 70), (49, 60), (53, 63)}
73           73           1314       14996           36              0.2660        {(2, 27), (24, 33), (41, 43), (12, 65), (17, 61), (59, 67), (4, 70), (16, 53), (35, 60), (5, 40), (19, 45), (42, 44), (18, 22), (55, 71), (32, 51), (8, 66), (3, 15), (11, 56), (25, 49), (38, 52), (39, 50), (31, 46), (48, 62), (29, 58), (6, 7), (23, 57), (63, 72), (21, 69), (0, 37), (1, 47), (9, 64), (20, 36), (14, 26), (10, 13), (30, 34), (54, 68)}
73           73           1971       23530           36              0.6074        {(54, 65), (16, 26), (9, 57), (24, 51), (25, 50), (1, 55), (6, 48), (14, 37), (23, 43), (56, 58), (8, 39), (5, 52), (42, 44), (47, 64), (32, 45), (3, 18), (19, 60), (17, 72), (13, 68), (31, 49), (20, 61), (36, 63), (2, 40), (4, 10), (30, 59), (27, 66), (41, 53), (28, 34), (35, 46), (22, 33), (12, 38), (0, 70), (15, 67), (7, 11), (21, 62), (29, 69)}
74           74           337        3227            33              0.0228        {(0, 30), (29, 72), (41, 43), (59, 64), (9, 51), (19, 55), (52, 61), (5, 65), (35, 63), (3, 31), (11, 14), (6, 60), (18, 71), (8, 39), (33, 53), (10, 57), (20, 37), (21, 36), (12, 42), (1, 69), (15, 68), (13, 16), (4, 50), (2, 22), (28, 47), (17, 56), (24, 49), (38, 54), (40, 45), (48, 58), (23, 32), (46, 73), (62, 66)}
74           74           675        7128            34              0.0790        {(4, 49), (37, 58), (42, 48), (19, 55), (0, 51), (2, 54), (30, 64), (38, 41), (11, 60), (52, 67), (20, 50), (14, 43), (31, 65), (18, 71), (35, 44), (16, 40), (61, 66), (13, 56), (9, 10), (21, 36), (12, 33), (32, 72), (46, 59), (8, 17), (26, 68), (5, 45), (28, 47), (15, 25), (27, 69), (3, 23), (29, 39), (1, 53), (24, 70), (22, 57)}
74           74           1350       15546           36              0.2799        {(17, 52), (8, 49), (2, 36), (37, 64), (63, 65), (19, 46), (9, 57), (45, 71), (40, 41), (38, 53), (13, 66), (6, 60), (18, 68), (56, 58), (50, 69), (21, 54), (3, 39), (10, 20), (29, 70), (23, 48), (15, 25), (32, 35), (42, 43), (16, 30), (31, 73), (55, 67), (7, 33), (1, 47), (28, 34), (44, 61), (4, 22), (51, 72), (14, 26), (11, 24), (0, 27), (12, 59)}
74           74           2025       24355           36              0.6634        {(7, 23), (14, 68), (67, 71), (25, 50), (8, 64), (13, 57), (29, 47), (32, 70), (9, 11), (0, 69), (40, 56), (2, 17), (19, 27), (28, 45), (33, 35), (36, 58), (34, 55), (30, 51), (59, 60), (18, 31), (52, 63), (15, 44), (38, 43), (48, 53), (22, 37), (65, 72), (3, 39), (10, 20), (16, 73), (12, 54), (42, 46), (26, 49), (1, 4), (21, 41), (6, 61), (62, 66)}
75           75           346        3370            32              0.0238        {(0, 30), (24, 27), (34, 68), (4, 9), (61, 70), (5, 65), (20, 29), (16, 50), (13, 51), (36, 40), (26, 69), (54, 58), (47, 52), (6, 23), (17, 66), (32, 72), (2, 22), (56, 57), (48, 74), (18, 21), (15, 37), (3, 14), (46, 49), (38, 39), (7, 42), (31, 33), (8, 10), (41, 71), (43, 62), (11, 12), (1, 25), (53, 60)}
75           75           693        7563            35              0.0850        {(24, 30), (54, 71), (9, 51), (28, 64), (52, 55), (38, 41), (65, 67), (35, 60), (12, 40), (8, 21), (11, 14), (18, 59), (0, 26), (29, 68), (16, 74), (10, 39), (23, 58), (32, 33), (61, 66), (4, 72), (20, 37), (31, 34), (3, 45), (2, 22), (47, 48), (15, 25), (7, 70), (42, 49), (36, 57), (50, 56), (13, 46), (27, 69), (1, 53), (6, 43), (5, 44)}
75           75           1387       16259           36              0.2975        {(10, 37), (22, 60), (28, 55), (26, 45), (17, 70), (12, 25), (27, 74), (4, 36), (40, 53), (1, 67), (7, 62), (14, 49), (2, 20), (63, 73), (47, 52), (6, 8), (41, 54), (0, 50), (21, 33), (3, 15), (51, 64), (32, 72), (11, 65), (44, 71), (48, 59), (29, 58), (39, 68), (56, 57), (16, 30), (23, 69), (42, 61), (35, 46), (9, 18), (38, 66), (19, 31), (13, 24)}
75           75           2081       25530           37              0.6736        {(64, 66), (6, 15), (14, 68), (12, 16), (50, 58), (13, 45), (25, 47), (8, 9), (17, 70), (27, 74), (20, 63), (28, 49), (23, 55), (4, 57), (18, 19), (32, 51), (30, 69), (0, 65), (22, 54), (48, 59), (36, 39), (29, 61), (1, 72), (26, 71), (5, 42), (37, 56), (62, 73), (43, 44), (2, 40), (33, 52), (21, 35), (38, 60), (24, 67), (3, 41), (7, 11), (34, 53), (10, 31)}
76           76           356        3518            34              0.0253        {(1, 28), (12, 62), (33, 36), (34, 68), (26, 30), (59, 64), (20, 32), (4, 15), (17, 73), (46, 54), (24, 60), (3, 31), (13, 66), (0, 14), (29, 56), (47, 52), (11, 44), (8, 51), (27, 70), (50, 72), (9, 74), (65, 69), (10, 23), (2, 22), (18, 21), (38, 39), (41, 71), (6, 43), (48, 58), (16, 57), (37, 40), (5, 35), (49, 75), (53, 63)}
76           76           712        7705            35              0.0877        {(55, 63), (26, 30), (20, 72), (8, 46), (52, 61), (18, 44), (22, 32), (51, 68), (31, 47), (0, 23), (6, 66), (39, 75), (17, 69), (49, 58), (2, 10), (33, 74), (13, 16), (9, 25), (3, 42), (4, 50), (54, 60), (56, 57), (27, 45), (7, 73), (1, 38), (29, 36), (41, 71), (43, 62), (11, 12), (24, 70), (37, 40), (15, 64), (5, 35), (21, 59), (48, 67)}
76           76           1425       16941           37              0.3148        {(2, 36), (28, 55), (1, 49), (18, 32), (40, 44), (65, 67), (27, 74), (13, 60), (38, 53), (14, 37), (19, 30), (6, 63), (7, 62), (29, 68), (4, 57), (23, 58), (41, 51), (8, 54), (3, 9), (24, 50), (0, 56), (46, 59), (10, 20), (47, 48), (31, 70), (5, 45), (12, 66), (25, 39), (21, 26), (33, 52), (69, 75), (61, 71), (15, 43), (11, 64), (42, 73), (17, 22), (16, 72)}
76           76           2137       26490           37              0.7112        {(6, 18), (64, 72), (56, 68), (8, 49), (13, 36), (9, 57), (24, 45), (14, 16), (33, 51), (43, 61), (32, 67), (7, 53), (10, 21), (19, 27), (11, 38), (31, 74), (37, 66), (5, 55), (25, 46), (52, 60), (41, 69), (26, 59), (35, 65), (12, 39), (62, 70), (17, 50), (15, 28), (23, 75), (4, 71), (1, 47), (48, 58), (0, 73), (3, 29), (40, 54), (22, 42), (20, 63), (2, 30)}
77           77           365        3668            35              0.0266        {(24, 30), (33, 36), (10, 40), (45, 62), (16, 32), (19, 55), (5, 65), (29, 41), (3, 22), (21, 46), (20, 50), (49, 71), (6, 60), (26, 69), (54, 58), (9, 38), (15, 23), (37, 57), (17, 66), (70, 75), (14, 18), (48, 53), (25, 64), (27, 39), (28, 47), (2, 31), (4, 56), (12, 63), (42, 61), (51, 72), (11, 67), (0, 73), (8, 13), (43, 74), (34, 59)}
77           77           731        8080            36              0.0921        {(0, 30), (8, 46), (10, 49), (19, 55), (42, 60), (5, 65), (18, 44), (51, 68), (23, 25), (21, 37), (43, 73), (33, 72), (14, 40), (13, 17), (54, 64), (15, 20), (2, 32), (12, 67), (3, 9), (26, 38), (50, 75), (35, 59), (39, 56), (29, 58), (16, 76), (6, 71), (36, 57), (24, 31), (34, 66), (28, 53), (45, 69), (4, 22), (7, 48), (11, 70), (1, 74), (27, 41)}
77           77           1463       17549           38              0.3327        {(29, 72), (17, 52), (54, 74), (24, 36), (44, 48), (8, 64), (9, 69), (3, 22), (40, 41), (46, 60), (1, 67), (68, 75), (0, 20), (5, 34), (33, 35), (15, 26), (53, 71), (32, 51), (6, 38), (23, 27), (43, 66), (25, 58), (39, 56), (11, 28), (16, 70), (7, 12), (18, 21), (47, 57), (2, 37), (73, 76), (59, 62), (4, 10), (42, 55), (19, 65), (13, 61), (49, 63), (30, 31), (14, 50)}
77           77           2194       27241           38              0.7396        {(1, 28), (4, 58), (47, 65), (33, 48), (29, 35), (16, 41), (19, 64), (14, 25), (52, 73), (40, 56), (9, 26), (6, 57), (27, 31), (37, 39), (12, 46), (13, 72), (38, 74), (15, 20), (53, 71), (0, 18), (54, 76), (5, 55), (43, 45), (24, 44), (3, 70), (17, 69), (8, 11), (2, 62), (36, 51), (63, 75), (22, 61), (34, 66), (42, 49), (30, 50), (21, 23), (32, 59), (10, 68), (7, 60)}
78           78           375        3730            33              0.0274        {(24, 30), (29, 72), (37, 58), (13, 39), (19, 55), (20, 32), (2, 48), (21, 31), (16, 50), (3, 22), (12, 34), (65, 73), (14, 40), (0, 75), (25, 74), (6, 60), (26, 69), (36, 49), (11, 44), (17, 66), (67, 76), (46, 47), (33, 53), (57, 77), (23, 51), (18, 70), (8, 41), (4, 56), (61, 68), (38, 54), (9, 15), (10, 71), (5, 35)}
78           78           750        8342            37              0.0960        {(13, 30), (55, 63), (27, 44), (37, 58), (67, 71), (24, 45), (61, 70), (20, 32), (0, 51), (60, 68), (18, 38), (35, 54), (11, 69), (31, 47), (4, 36), (14, 46), (39, 75), (15, 23), (29, 77), (25, 40), (3, 9), (5, 6), (52, 66), (12, 33), (48, 59), (2, 10), (22, 49), (7, 73), (56, 57), (8, 41), (17, 74), (1, 53), (19, 65), (42, 76), (21, 50), (26, 64), (16, 72)}
78           78           1501       18287           37              0.3523        {(25, 29), (13, 36), (2, 39), (10, 58), (60, 68), (14, 74), (8, 64), (49, 59), (1, 67), (43, 76), (19, 30), (48, 72), (0, 20), (54, 61), (5, 40), (53, 65), (63, 70), (15, 26), (17, 57), (45, 73), (33, 50), (21, 24), (44, 62), (4, 23), (11, 16), (32, 75), (7, 55), (22, 52), (9, 37), (6, 31), (35, 46), (27, 69), (41, 77), (18, 51), (38, 66), (12, 47), (3, 56)}
78           78           2252       28396           39              0.7825        {(45, 62), (31, 75), (7, 23), (0, 39), (29, 35), (4, 76), (11, 66), (49, 59), (17, 30), (1, 67), (53, 65), (14, 52), (37, 54), (56, 61), (33, 38), (64, 71), (69, 73), (9, 10), (48, 50), (19, 72), (24, 74), (36, 51), (16, 70), (13, 22), (6, 77), (15, 25), (8, 41), (58, 63), (3, 60), (20, 27), (26, 43), (18, 42), (46, 55), (32, 68), (40, 57), (12, 47), (28, 34), (2, 21), (5, 44)}
79           79           385        3886            36              0.0292        {(1, 28), (45, 62), (31, 75), (4, 9), (56, 77), (20, 23), (3, 65), (64, 78), (6, 33), (13, 51), (40, 41), (35, 63), (24, 60), (0, 14), (12, 34), (10, 39), (17, 66), (15, 38), (32, 48), (25, 55), (50, 72), (19, 69), (46, 59), (21, 54), (5, 27), (22, 49), (18, 58), (53, 76), (42, 61), (70, 74), (29, 36), (11, 67), (16, 57), (43, 71), (8, 37), (2, 30)}
79           79           770        8773            37              0.1028        {(40, 72), (37, 58), (42, 48), (14, 68), (45, 71), (61, 70), (17, 67), (4, 18), (13, 51), (24, 63), (33, 69), (31, 47), (65, 73), (11, 78), (12, 43), (32, 76), (5, 34), (16, 74), (2, 20), (54, 64), (21, 30), (0, 59), (3, 15), (50, 75), (41, 66), (7, 46), (39, 56), (8, 26), (28, 35), (9, 25), (29, 36), (1, 53), (23, 38), (10, 77), (49, 60), (27, 44), (22, 57)}
79           79           1540       19042           39              0.3758        {(56, 65), (4, 58), (45, 71), (24, 54), (32, 55), (9, 17), (13, 69), (0, 20), (2, 23), (10, 39), (50, 51), (19, 31), (11, 59), (3, 15), (5, 12), (25, 49), (44, 62), (60, 76), (22, 37), (30, 78), (26, 68), (57, 77), (63, 66), (28, 47), (64, 70), (42, 43), (18, 21), (1, 38), (35, 40), (52, 53), (36, 75), (7, 33), (8, 74), (14, 29), (6, 61), (46, 73), (48, 67), (16, 72), (27, 41)}
79           79           2310       29886           39              0.8826        {(14, 59), (50, 52), (28, 61), (22, 75), (6, 33), (26, 45), (65, 67), (32, 70), (11, 69), (27, 31), (48, 72), (18, 62), (46, 78), (47, 49), (12, 64), (55, 71), (35, 44), (1, 51), (39, 41), (36, 76), (3, 15), (4, 20), (9, 68), (40, 58), (16, 73), (17, 38), (5, 42), (23, 57), (54, 66), (7, 21), (0, 37), (24, 34), (19, 56), (8, 53), (25, 60), (10, 13), (74, 77), (29, 63), (2, 30)}
80           80           395        4094            35              0.0368        {(24, 27), (10, 40), (45, 62), (37, 58), (19, 55), (61, 70), (20, 32), (38, 41), (8, 9), (16, 50), (13, 51), (35, 63), (29, 56), (31, 47), (2, 17), (14, 49), (26, 69), (18, 65), (6, 75), (15, 23), (5, 44), (4, 72), (21, 39), (33, 71), (25, 64), (3, 36), (57, 77), (48, 74), (0, 46), (30, 53), (60, 78), (42, 76), (66, 67), (68, 79), (22, 54)}
80           80           790        9214            38              0.1265        {(22, 60), (3, 68), (52, 55), (46, 51), (9, 72), (33, 69), (31, 47), (0, 23), (1, 76), (6, 66), (2, 20), (39, 75), (41, 45), (42, 44), (12, 67), (21, 30), (14, 18), (26, 38), (43, 54), (35, 59), (5, 27), (29, 58), (57, 74), (17, 32), (50, 56), (28, 53), (4, 10), (16, 36), (13, 49), (61, 71), (37, 77), (19, 65), (24, 70), (15, 64), (11, 79), (25, 78), (48, 73), (8, 40)}
80           80           1580       19753           39              0.4726        {(9, 48), (26, 45), (23, 25), (27, 74), (13, 63), (0, 69), (22, 44), (1, 67), (20, 56), (2, 17), (32, 79), (31, 65), (72, 75), (49, 77), (14, 58), (8, 54), (47, 70), (21, 33), (19, 66), (5, 12), (11, 71), (18, 52), (24, 68), (36, 39), (7, 55), (6, 59), (29, 64), (53, 61), (37, 50), (40, 76), (16, 30), (15, 28), (4, 10), (38, 42), (51, 57), (43, 62), (60, 78), (46, 73), (3, 41)}
80           80           2370       31366           39              1.1186        {(7, 78), (34, 71), (50, 61), (29, 32), (35, 54), (1, 58), (23, 25), (19, 73), (43, 64), (39, 51), (31, 47), (20, 56), (18, 62), (10, 30), (5, 49), (11, 38), (4, 66), (42, 44), (37, 63), (28, 69), (21, 33), (8, 75), (9, 13), (14, 36), (6, 53), (2, 74), (12, 48), (45, 57), (0, 40), (3, 60), (59, 68), (70, 77), (17, 65), (46, 52), (15, 67), (16, 72), (24, 79), (26, 76), (27, 41)}
81           81           405        4300            35              0.0418        {(24, 27), (10, 40), (54, 74), (59, 64), (61, 70), (60, 68), (8, 9), (16, 50), (29, 41), (13, 51), (65, 67), (35, 63), (17, 18), (26, 75), (2, 38), (4, 72), (3, 15), (20, 37), (21, 36), (39, 47), (0, 80), (57, 77), (22, 49), (30, 53), (32, 56), (7, 42), (14, 23), (31, 33), (6, 46), (5, 78), (48, 58), (43, 71), (11, 79), (62, 66), (1, 25)}
81           81           810        9584            39              0.1469        {(55, 63), (67, 71), (60, 68), (38, 41), (0, 2), (21, 37), (43, 73), (10, 15), (32, 76), (25, 74), (12, 52), (17, 42), (5, 40), (13, 20), (33, 35), (72, 75), (44, 47), (61, 66), (1, 54), (51, 64), (18, 49), (9, 16), (8, 26), (29, 58), (48, 80), (7, 70), (36, 57), (4, 56), (24, 31), (28, 53), (30, 59), (45, 78), (27, 69), (50, 77), (3, 23), (6, 46), (19, 65), (22, 39), (11, 79)}
